seed,comparison,metric,variant_A,variant_B,value_A,value_B,absolute_difference,relative_difference_percent,outcome_A_lower_is_better,scenario_fingerprint
1012,time_aware_vs_distance_oriented,total_travel_time,time_aware,distance_oriented,172.91973869995098,98.7077718646948,74.21196683525618,75.1835092954822,loss,5aa74fa4f62493624adc083d7764a9479d1906f1685d15b69cc5c48ea98be7dc
1013,time_aware_vs_distance_oriented,weighted_delay,time_aware,distance_oriented,2117.4654219153867,8837.152392757287,-6719.6869708419,-76.03905276488373,win,ccf8aa59af2d36542617beb6743dc515a8699a45c84e583f1ce89d37960154f2
1013,time_aware_vs_distance_oriented,weighted_mean_delay,time_aware,distance_oriented,19.42628827445309,81.07479259410356,-61.64850431965047,-76.03905276488375,win,ccf8aa59af2d36542617beb6743dc515a8699a45c84e583f1ce89d37960154f2
1013,time_aware_vs_distance_oriented,high_priority_mean_delay,time_aware,distance_oriented,16.391186719462816,81.29069876043788,-64.89951204097505,-79.83633186895423,win,ccf8aa59af2d36542617beb6743dc515a8699a45c84e583f1ce89d37960154f2
1013,time_aware_vs_distance_oriented,mean_delay,time_aware,distance_oriented,23.65501550630001,81.7337814219251,-58.07876591562509,-71.05845943406388,win,ccf8aa59af2d36542617beb6743dc515a8699a45c84e583f1ce89d37960154f2
1013,time_aware_vs_distance_oriented,total_travel_time,time_aware,distance_oriented,164.53347187319696,106.13269805428378,58.40077381891318,55.02618409742386,loss,ccf8aa59af2d36542617beb6743dc515a8699a45c84e583f1ce89d37960154f2
1014,time_aware_vs_distance_oriented,weighted_delay,time_aware,distance_oriented,2377.0510560818598,8910.86518012518,-6533.81412404332,-73.32412725328129,win,3aaedda4226c8e220424c1bc8f1d03665ebe9998cf567a34dad06e65f472bc41
1014,time_aware_vs_distance_oriented,weighted_mean_delay,time_aware,distance_oriented,19.80875880068216,74.2572098343765,-54.44845103369434,-73.3241272532813,win,3aaedda4226c8e220424c1bc8f1d03665ebe9998cf567a34dad06e65f472bc41
1014,time_aware_vs_distance_oriented,high_priority_mean_delay,time_aware,distance_oriented,16.762587687082537,65.79658892517827,-49.03400123809573,-74.523622028272,win,3aaedda4226c8e220424c1bc8f1d03665ebe9998cf567a34dad06e65f472bc41
1014,time_aware_vs_distance_oriented,mean_delay,time_aware,distance_oriented,22.91649263143353,73.9763622345371,-51.05986960310358,-69.02187139348874,win,3aaedda4226c8e220424c1bc8f1d03665ebe9998cf567a34dad06e65f472bc41
1014,time_aware_vs_distance_oriented,total_travel_time,time_aware,distance_oriented,169.71244842487943,98.66310826427993,71.0493401605995,72.01206348606621,loss,3aaedda4226c8e220424c1bc8f1d03665ebe9998cf567a34dad06e65f472bc41
1015,time_aware_vs_distance_oriented,weighted_delay,time_aware,distance_oriented,2268.7588584061086,9802.553585632146,-7533.794727226037,-76.85543018370757,win,082327ff86e78dc801d3de3348edd45a8681c49616b965751f7f852f4b1a5869
1015,time_aware_vs_distance_oriented,weighted_mean_delay,time_aware,distance_oriented,18.906323820050904,81.68794654693455,-62.781622726883654,-76.85543018370758,win,082327ff86e78dc801d3de3348edd45a8681c49616b965751f7f852f4b1a5869
1015,time_aware_vs_distance_oriented,high_priority_mean_delay,time_aware,distance_oriented,16.74597031080381,78.82523520391364,-62.07926489310982,-78.75557203542301,win,082327ff86e78dc801d3de3348edd45a8681c49616b965751f7f852f4b1a5869
1015,time_aware_vs_distance_oriented,mean_delay,time_aware,distance_oriented,23.878021282643303,81.87491463973159,-57.99689335708828,-70.8359741347981,win,082327ff86e78dc801d3de3348edd45a8681c49616b965751f7f852f4b1a5869
1015,time_aware_vs_distance_oriented,total_travel_time,time_aware,distance_oriented,173.79392508246676,116.25663465656406,57.5372904259027,49.49161877588725,loss,082327ff86e78dc801d3de3348edd45a8681c49616b965751f7f852f4b1a5869
1016,time_aware_vs_distance_oriented,weighted_delay,time_aware,distance_oriented,2946.340067420632,10887.9237574267,-7941.583690006069,-72.93937638559491,win,8949ff6dab91c6d68f83a81a44011aca1c33902b4a6ee29250d25aff197c6caf
1016,time_aware_vs_distance_oriented,weighted_mean_delay,time_aware,distance_oriented,22.49114555282925,83.11392181241754,-60.62277625958829,-72.9393763855949,win,8949ff6dab91c6d68f83a81a44011aca1c33902b4a6ee29250d25aff197c6caf
1016,time_aware_vs_distance_oriented,high_priority_mean_delay,time_aware,distance_oriented,19.401320843305545,87.82273560623166,-68.42141476292612,-77.90854417209833,win,8949ff6dab91c6d68f83a81a44011aca1c33902b4a6ee29250d25aff197c6caf
1016,time_aware_vs_distance_oriented,mean_delay,time_aware,distance_oriented,28.28655621720281,85.76366290973966,-57.47710669253685,-67.01801758750385,win,8949ff6dab91c6d68f83a81a44011aca1c33902b4a6ee29250d25aff197c6caf
1016,time_aware_vs_distance_oriented,total_travel_time,time_aware,distance_oriented,157.99283094345296,98.95318243720426,59.039648506248696,59.66422408265169,loss,8949ff6dab91c6d68f83a81a44011aca1c33902b4a6ee29250d25aff197c6caf
1017,time_aware_vs_distance_oriented,weighted_delay,time_aware,distance_oriented,2828.040274386991,10879.99552771745,-8051.9552533304595,-74.0069720876044,win,72341d894d303a21a7b7385423f3ed5c4250929c5dc473e72e4685146eeb4826
1017,time_aware_vs_distance_oriented,weighted_mean_delay,time_aware,distance_oriented,24.171284396470007,92.99141476681582,-68.82013037034582,-74.00697208760441,win,72341d894d303a21a7b7385423f3ed5c4250929c5dc473e72e4685146eeb4826
